26683;27730;27776;31080;31973;32015;32225;32171;32019;32079;32147;32029;32024;32114;31920;32206;32078;32094;32068;32087;32250;32749;32713;27338;28972;29866;30994;31684;27512
30701;32116;32202;32145;29087;28826;29944;30553;31190;32131;32217;32219;32272;32293;32276;32301;32209;32409;32262;32281;32368;32406;32291;32276;32386;32195;32237;32278;32257
32327;32429;33172;29824;30910;31698;32286;32742;32197;30654;31302;32023;32091;32161;32096;32645;32716;32358;32471;32033;31900;32105;32227;32221;32082;32123;32105;32327;32241
31924;32109;31571;28960;30061;30418;31528;32220;32184;27090;29146;30053;30306;31282;32100;32237;32207;32252;32269;32278;32271;32393;32328;32187;32277;32279;32172;32206;29632
27131;30614;32557;32380;30464;31976;33450;33406;33428;33305;33427;33411;33432;33425;33426;33301;33352;33488;33532;33483;33558;33242;33005;32951;33232;33011;33006;32820;32997
33010;32962;32892;32929;32995;33005;32909;32843;32887;32978;32997;33024;32940;32933;32986;32972;33089;32306;32296;32415;32358;33040;32512;32161;32374;32133;32172;32165;32369
32235;32150;32227;32143;32384;32199;32096;32089;31965;31950;32045;32418;32905;33105;33295;33301;33275;33166;33321;33413;33384;33342;33186;32932;32904;32772;32704;32758;32761
32941;32813;32251;32910;32954;32909;33111;33254;33136;32848;32886;32943;32891;32603;32720;32680;32224;32075;32118;32072;32307;32817;32854;32908;32924;33196;27631;28240;29843
